Binomial,species,Area,FID_2,TID,Group,Value,tempmean,tempstdev,precmean,precstdev,nppmean,nppstdev
Plestiodon_kishinouyei,Plestiodon_kishinouyei,796.554275,7536,R08140,lizard,1,23.20329331,0.527043927,2224.526201,118.5093015,-4.18E+37,1.92E+38
Plestiodon_kuchinoshimensis,Plestiodon_kuchinoshimensis,4.012402,7537,R08141,lizard,1,19.37395811,0.277284921,2839.25,31.19595326,42743009280,0
Plestiodon_lagunensis,Plestiodon_lagunensis,10293.46918,7538,R08142,lizard,1,21.00582051,1.260288891,261.5249197,131.2977515,1.40205E+11,82837804441
Plestiodon_laticeps,Plestiodon_laticeps,1810434.067,7539,R08143,lizard,1,15.72346037,2.710278069,1250.825376,180.9845122,-2.39E+35,9.01E+36
Plestiodon_latiscutatus,Plestiodon_latiscutatus,3026.208919,7540,R08144,lizard,1,14.19211262,1.90182135,1905.906106,230.0187537,2.71748E+11,2.19216E+11
Plestiodon_liui,Plestiodon_liui,57419.10055,7541,R08145,lizard,1,15.72346591,0.934830895,1311.149938,146.3067888,2.33116E+11,45361249639
Plestiodon_longirostris,Plestiodon_longirostris,63.196917,7542,R08146,lizard,1,22.15805086,0.140632399,1504.288136,7.748265738,-1.46E+38,1.80E+38
Plestiodon_lynxe,Plestiodon_lynxe,169868.8344,7543,R08147,lizard,1,16.52692648,2.84637457,689.5804039,183.7776072,3.65463E+11,1.13733E+11
Plestiodon_marginatus,Plestiodon_marginatus,2713.0319,7544,R08148,lizard,1,21.76026178,0.933795329,2293.29549,227.2643457,51552649216,5294554768
Plestiodon_multilineatus,Plestiodon_multilineatus,1704.57316,7545,R08149,lizard,1,12.00454479,0.786722563,594.6641824,114.0140795,2.58652E+11,31359530515
Plestiodon_multivirgatus,Plestiodon_multivirgatus,636991.6639,7546,R08150,lizard,1,10.41143288,3.08390636,396.3715272,115.2114115,1.4757E+11,73504494311
Plestiodon_nietoi,Plestiodon_nietoi,564.631568,7547,R08151,lizard,1,20.07481441,2.446269237,1444.441092,63.74547071,6.91499E+11,57349421549
Plestiodon_obsoletus,Plestiodon_obsoletus,1850948.044,7548,R08152,lizard,1,15.72236971,3.664096809,530.9035851,219.5579302,1.85311E+11,1.0645E+11
Plestiodon_ochoterenae,Plestiodon_ochoterenae,7458.61149,7549,R08153,lizard,1,21.61759391,2.253365944,1222.242779,189.6109885,5.87061E+11,69910467796
Plestiodon_oshimensis,Plestiodon_oshimensis,1162.47469,7550,R08154,lizard,1,21.08159974,0.849620527,2489.660916,188.6566588,49764089856,3258126336
Plestiodon_parviauriculatus,Plestiodon_parviauriculatus,12702.54013,7551,R08155,lizard,1,22.39997972,2.191067154,807.8254025,78.35925339,3.17406E+11,35143153550
Plestiodon_parvulus,Plestiodon_parvulus,7980.947473,7552,R08156,lizard,1,23.22299683,2.482504453,1178.004378,174.4263866,5.47282E+11,45867320017
Plestiodon_popei,Plestiodon_popei,9.996281,7553,R08157,lizard,1,18.3320512,0.226434068,1750.538462,9.000986139,3.1269E+11,8954828968
Plestiodon_quadrilineatus,Plestiodon_quadrilineatus,416155.4298,7554,R08158,lizard,1,21.7502574,1.668904155,1684.652432,227.5083135,3.88976E+11,1.25945E+11
Plestiodon_reynoldsi,Plestiodon_reynoldsi,10350.70656,7555,R08159,lizard,1,21.77424521,0.675728479,1262.906184,28.57137787,5.29215E+11,67155040783
Plestiodon_septentrionalis,Plestiodon_septentrionalis,830439.2281,7556,R08160,lizard,1,11.80709237,5.199137143,811.7929368,202.5238951,3.35454E+11,86714787442
Plestiodon_skiltonianus,Plestiodon_skiltonianus,1155712.11,7557,R08161,lizard,1,8.651516186,3.82368217,520.8622442,379.1894842,2.25018E+11,1.47621E+11
Plestiodon_stimpsonii,Plestiodon_stimpsonii,554.756618,7558,R08162,lizard,1,23.05530305,0.571024165,2237.354067,130.893576,-1.66E+37,1.99E+38
Plestiodon_sumichrasti,Plestiodon_sumichrasti,115195.5972,7559,R08163,lizard,1,24.81033333,2.25083015,2289.041949,805.7059356,7.83119E+11,2.35833E+11
Plestiodon_tamdaoensis,Plestiodon_tamdaoensis,51219.14243,7560,R08164,lizard,1,21.87028682,1.37509277,1602.54251,141.1335463,5.04425E+11,1.0674E+11
Plestiodon_tetragrammus,Plestiodon_tetragrammus,540029.4491,7561,R08165,lizard,1,20.10000173,2.420106795,598.497795,212.5356301,2.16818E+11,1.31924E+11
Plestiodon_tunganus,Plestiodon_tunganus,25195.72591,7562,R08166,lizard,1,7.450623912,5.988670356,919.4105913,294.310464,2.42471E+11,95877216709
Pletholax_gracilis,Pletholax_gracilis,40465.48536,7563,R06945,lizard,1,19.2966886,1.850969371,530.3744143,220.0431662,3.01874E+11,1.41158E+11
Plica_caribeana,Plica_caribeana,5548.867037,7564,R09018,lizard,1,26.27443992,0.575463001,1609.706348,427.3253384,6.94554E+11,2.98082E+11
Plica_kathleenae,Plica_kathleenae,19.992561,7565,R09019,lizard,1,26.0024306,0.029947858,1836.75,10.19497425,1.05929E+12,5113239078
Plica_lumaria,Plica_lumaria,118.914064,7566,R09020,lizard,1,23.24961019,0.50236627,2429.517986,160.3726484,9.37893E+11,1.01749E+11
Plica_medemi,Plica_medemi,9.996281,7567,R09021,lizard,1,27.41597239,0.160536913,2636.75,22.71609195,8.90806E+11,0
Plica_pansticta,Plica_pansticta,19.992561,7568,R09022,lizard,1,24.16562533,2.882381456,2332.708333,121.0979215,1.03459E+12,0
Plica_plica,Plica_plica,7522855.983,7569,R09023,lizard,1,25.41421348,2.692422046,2208.696837,551.5926528,-3.45E+34,3.43E+36
Plica_rayi,Plica_rayi,3834.092943,7570,R09024,lizard,1,27.04730239,0.615573713,2399.263766,95.04224854,7.42789E+11,2.97813E+11
Plica_umbra,Plica_umbra,6326520.763,7571,R09025,lizard,1,25.65704946,1.691349941,2301.084008,503.8891949,-4.11E+34,3.74E+36
Pliocercus_elapoides,Pliocercus_elapoides,426657.5416,7572,R01718,snake,1,24.37550259,2.630581292,1735.733216,747.6083079,-5.90E+35,1.42E+37
Pliocercus_euryzonus,Pliocercus_euryzonus,777135.4881,7573,R01719,snake,1,23.22548219,4.263884155,2391.077574,1131.591144,-1.33E+36,2.12E+37
Pliocercus_wilmarai,Pliocercus_wilmarai,1195.43146,7574,R01720,snake,1,23.75111795,1.450086529,2083.924709,366.2805537,6.84726E+11,4.13077E+11
Podarcis_bocagei,Podarcis_bocagei,86328.86127,7575,R05496,lizard,1,11.53700038,1.890193003,1163.266492,358.6870406,3.84634E+11,95703611190
Podarcis_carbonelli,Podarcis_carbonelli,59926.69756,7576,R05497,lizard,1,14.18312935,2.049089446,961.5156558,307.4673448,3.10818E+11,76832590895
Podarcis_cretensis,Podarcis_cretensis,4545.821829,7577,R05498,lizard,1,15.91256772,2.485656142,728.5466309,156.7061763,2.31648E+11,32568255329
Podarcis_erhardii,Podarcis_erhardii,157103.2091,7578,R05499,lizard,1,12.3294583,2.937134743,693.2715341,224.5825753,2.855E+11,84479918974
Podarcis_filfolensis,Podarcis_filfolensis,337.91868,7579,R05500,lizard,1,18.76355304,0.340408221,513.7276688,56.51118536,-8.39E+37,2.01E+38
Podarcis_gaigeae,Podarcis_gaigeae,237.009791,7580,R05501,lizard,1,16.14321619,0.671397265,431.29375,35.67283576,-6.54E+36,2.36E+38
Podarcis_guadarramae,Podarcis_guadarramae,107594.0372,7581,R05502,lizard,1,12.0470544,1.944033558,971.8953789,399.7911927,3.24297E+11,84620362736
Podarcis_hispanicus,Podarcis_hispanicus,561351.5392,7582,R05503,lizard,1,13.04936947,2.594259086,683.2747903,326.9191543,2.69466E+11,1.15875E+11
Podarcis_levendis,Podarcis_levendis,0.625005,7583,R05504,lizard,1,NA,NA,NA,NA,-3.40E+38,3.78E+22
Podarcis_lilfordi,Podarcis_lilfordi,4385.988327,7584,R05505,lizard,1,16.04698469,0.861138741,598.6720272,83.48303386,1.53097E+11,89911611299
Podarcis_liolepis,Podarcis_liolepis,192254.9365,7585,R05506,lizard,1,11.97260394,2.605817678,629.7049246,243.1293709,2.74712E+11,1.28654E+11
Podarcis_melisellensis,Podarcis_melisellensis,50979.52293,7586,R05507,lizard,1,10.99135729,3.380241758,1215.164815,327.2032389,3.22254E+11,88808830470
Podarcis_milensis,Podarcis_milensis,242.859713,7587,R05508,lizard,1,17.85449268,0.481328734,426.1904762,28.55054793,-5.33E+36,1.79E+38
Podarcis_muralis,Podarcis_muralis,1836392.492,7588,R05509,lizard,1,10.29613448,2.957611505,816.8305175,257.7643539,-1.02E+35,5.88E+36
Podarcis_peloponnesiacus,Podarcis_peloponnesiacus,21830.28403,7589,R05510,lizard,1,14.28672415,2.309784543,736.3294403,109.5692969,2.63786E+11,1.03894E+11
Podarcis_pityusensis,Podarcis_pityusensis,741.262358,7590,R05511,lizard,1,17.02615886,0.942533182,472.136322,167.4329916,-6.57E+37,1.54E+38
Podarcis_raffoneae,Podarcis_raffoneae,71.511654,7591,R05512,lizard,1,16.90379905,1.044898763,639.5196078,38.01798604,-1.06E+38,1.82E+38
Podarcis_siculus,Podarcis_siculus,275645.3665,7592,R05513,lizard,1,13.4411431,2.288716301,774.4380681,251.8503983,-1.41E+36,2.19E+37
Podarcis_tiliguerta,Podarcis_tiliguerta,32891.79315,7594,R05515,lizard,1,14.68075362,1.997984992,664.1751423,149.574066,3.12717E+11,1.62902E+11
Podarcis_vaucheri,Podarcis_vaucheri,366421.9756,7595,R05516,lizard,1,15.6706639,2.406159534,487.0100361,190.7992867,1.72272E+11,1.00896E+11
Podarcis_virescens,Podarcis_virescens,170957.726,7596,R05517,lizard,1,15.05628885,1.43487808,547.0218885,133.4090908,2.38123E+11,74387632055
Podarcis_waglerianus,Podarcis_waglerianus,23912.46366,7597,R05518,lizard,1,15.75704674,1.917533365,509.1550956,59.59918112,2.87084E+11,1.08329E+11
Podocnemis_erythrocephala,Podocnemis_erythrocephala,635077.3897,7598,R10150,turtle,1,26.5093563,0.569154807,2660.530804,431.2887475,9.59151E+11,96546502662
Podocnemis_expansa,Podocnemis_expansa,6369837.717,7599,R10151,turtle,1,25.82411043,1.529444408,2285.6258,477.6532405,-4.08E+34,3.73E+36
Podocnemis_lewyana,Podocnemis_lewyana,153245.7677,7600,R10152,turtle,1,25.35737548,4.275472159,2255.058546,658.8937621,7.44315E+11,1.8569E+11
Podocnemis_sextuberculata,Podocnemis_sextuberculata,1253215.653,7601,R10153,turtle,1,26.39639448,0.424072742,2530.727657,385.8175985,-2.08E+35,8.41E+36
Podocnemis_unifilis,Podocnemis_unifilis,7602973.399,7602,R10154,turtle,1,25.78381436,1.238318833,2201.464927,518.3115612,-6.84E+34,4.82E+36
Podocnemis_vogli,Podocnemis_vogli,622421.6845,7603,R10155,turtle,1,26.76170716,1.070570142,1997.584568,621.8720022,6.17905E+11,2.24774E+11
Poecilopholis_cameronensis,Poecilopholis_cameronensis,762.83872,7604,R01721,snake,1,24.0489213,0.713445866,2132.406667,35.3744283,6.30035E+11,0
Pogona_barbata,Pogona_barbata,1475568.859,7605,R00396,lizard,1,17.70033315,3.451796874,687.7395676,337.631106,-3.05E+35,1.02E+37
Pogona_henrylawsoni,Pogona_henrylawsoni,185561.057,7606,R00397,lizard,1,24.29033021,1.404783243,576.1719259,128.0024516,1.773E+11,71108420767
Pogona_microlepidota,Pogona_microlepidota,39714.67434,7607,R00398,lizard,1,26.87197684,0.674224222,1133.139537,144.8093546,2.18258E+11,51994604660
Pogona_minima,Pogona_minima,638426.0362,7608,R00399,lizard,1,19.87358189,2.656575996,313.3506024,115.4715822,1.52043E+11,94504810594
Pogona_minor,Pogona_minor,2602618.642,7609,R00400,lizard,1,23.26526958,2.741297563,306.0160092,122.1865642,75643226713,27552752783
Pogona_mitchelli,Pogona_mitchelli,1065122.083,7610,R00401,lizard,1,25.39089942,1.892679401,387.65867,127.0587564,85853454714,32487517539
Pogona_nullarbor,Pogona_nullarbor,204229.5261,7611,R00402,lizard,1,18.58565161,0.589774651,201.8129131,31.28489059,68547132845,15102586818
Pogona_vitticeps,Pogona_vitticeps,1782656.829,7612,R00403,lizard,1,21.55520922,2.406792711,270.1425446,94.83225255,-1.31E+35,6.67E+36
Polemon_acanthias,Polemon_acanthias,312529.6244,7613,R05773,snake,1,25.68135682,0.88821188,1896.288031,670.6123331,-8.30E+35,1.68E+37
Polemon_barthii,Polemon_barthii,214567.6547,7614,R05774,snake,1,25.71458877,0.702428599,1856.2475,558.4237851,-1.23E+36,2.04E+37
Polemon_bocourti,Polemon_bocourti,2013908.012,7615,R05775,snake,1,24.85211606,1.129642756,1785.804917,454.5901419,7.18865E+11,1.989E+11
Polemon_christyi,Polemon_christyi,707413.7934,7616,R05776,snake,1,21.6506759,2.089435051,1222.063089,172.1221836,-3.65E+35,1.11E+37
Polemon_collaris,Polemon_collaris,2538257.46,7617,R05777,snake,1,24.02614784,1.650065694,1673.529738,367.1288422,8.06435E+11,2.12457E+11
Polemon_fulvicollis,Polemon_fulvicollis,1856593.643,7618,R05778,snake,1,24.32250041,1.298300645,1751.122456,228.1445825,8.57098E+11,1.94826E+11
Polemon_gabonensis,Polemon_gabonensis,2132154.977,7619,R05779,snake,1,24.35422507,1.424208086,1789.60929,288.1726271,8.50929E+11,2.02568E+11
Polemon_gracilis,Polemon_gracilis,184794.4167,7620,R05780,snake,1,24.19169276,1.208452802,1990.212248,450.426209,7.73147E+11,1.93877E+11
Polemon_griseiceps,Polemon_griseiceps,392004.0034,7621,R05781,snake,1,24.17718648,0.618778547,1601.570273,103.5633687,8.48688E+11,1.35754E+11
Polemon_neuwiedi,Polemon_neuwiedi,313936.5888,7622,R05782,snake,1,26.87443894,0.770209835,1171.801276,215.8299116,4.65748E+11,1.54141E+11
Polemon_notatus,Polemon_notatus,693724.6451,7623,R05783,snake,1,24.41196087,0.861536716,1654.780441,349.1953977,7.48413E+11,1.99459E+11
Polemon_robustus,Polemon_robustus,360243.0613,7624,R05784,snake,1,24.8166679,0.602215613,1601.408583,218.3695138,7.84797E+11,2.02411E+11
Polychrus_acutirostris,Polychrus_acutirostris,6478738.381,7625,R06887,lizard,1,24.15922034,2.086461814,1454.903395,502.4805747,-3.91E+34,3.65E+36
Polychrus_femoralis,Polychrus_femoralis,135902.035,7626,R06888,lizard,1,21.47228601,4.352016214,939.15181,562.4966966,4.11415E+11,2.70248E+11
Polychrus_gutturosus,Polychrus_gutturosus,402645.7143,7627,R06889,lizard,1,24.27208861,3.378587729,2656.354024,1335.929125,5.73894E+11,2.80754E+11
Polychrus_jacquelinae,Polychrus_jacquelinae,9.996281,7628,R06890,lizard,1,16.88229156,1.425855607,869.4166667,98.32552935,3.56055E+11,0
Polychrus_liogaster,Polychrus_liogaster,1513980.333,7629,R06891,lizard,1,24.61396408,3.682998439,2026.633281,591.5132391,9.21906E+11,1.76734E+11
Polychrus_marmoratus,Polychrus_marmoratus,9316666.02,7630,R06892,lizard,1,25.39368438,1.971331106,2043.264437,622.842353,-2.78E+34,3.07E+36
Poromera_fordii,Poromera_fordii,657793.4475,7632,R05519,lizard,1,24.59600151,0.918105571,1782.60445,316.6374298,8.01686E+11,1.92464E+11
Porthidium_arcosae,Porthidium_arcosae,7967.699722,7633,R09739,snake,1,23.99082371,0.898457174,602.5448856,238.5030169,4.06238E+11,79612613125
Porthidium_dunni,Porthidium_dunni,18073.99063,7634,R09740,snake,1,25.0804855,2.287636243,1043.45108,279.8328456,5.62546E+11,1.83621E+11
Porthidium_hespere,Porthidium_hespere,42.11284,7635,R09741,snake,1,26.62891647,0.322118045,871.66,20.91278078,5.1177E+11,2.66855E+11
Porthidium_lansbergii,Porthidium_lansbergii,309864.1371,7636,R09742,snake,1,25.82913261,3.456516961,1845.349262,781.3503752,6.67529E+11,2.40578E+11
Porthidium_nasutum,Porthidium_nasutum,377580.962,7637,R09743,snake,1,24.67390541,2.490762394,2981.431138,1193.526386,7.41757E+11,2.63027E+11
Porthidium_ophryomegas,Porthidium_ophryomegas,76392.50985,7638,R09744,snake,1,25.77395428,1.896257054,1882.255019,519.3123763,-6.94E+36,4.81E+37
Porthidium_porrasi,Porthidium_porrasi,9.996281,7639,R09745,snake,1,25.72380938,0.453686719,3078.714286,183.416555,6.00269E+11,2.9905E+11
Porthidium_volcanicum,Porthidium_volcanicum,19.992561,7640,R09746,snake,1,21.95128191,0.628652575,2952.423077,192.8361547,3.50311E+11,70099402926
Porthidium_yucatanicum,Porthidium_yucatanicum,75155.85376,7641,R09747,snake,1,25.79659875,0.325959827,1116.341039,135.7096268,7.73624E+11,1.90807E+11
Potamites_apodemus,Potamites_apodemus,2320.188175,7642,R05046,lizard,1,23.95484897,2.107689783,3080.648719,279.7427388,5.36744E+11,62740168704
Potamites_cochranae,Potamites_cochranae,66322.56685,7643,R05047,lizard,1,16.985281,5.981025961,2157.883955,1230.858698,5.61436E+11,2.79893E+11
Potamites_ecpleopus,Potamites_ecpleopus,3514514.446,7644,R05048,lizard,1,25.63929652,1.850553121,2337.026629,473.8016676,9.68918E+11,97186727361
Potamites_erythrocularis,Potamites_erythrocularis,427.158107,7645,R05049,lizard,1,16.84491909,3.649312319,1312.957282,822.5211173,3.69705E+11,3.75924E+11
Potamites_flavogularis,Potamites_flavogularis,28.973307,7646,R05050,lizard,1,18.30061281,1.201707358,2853.970588,381.6245834,4.98494E+11,1.65723E+11
Potamites_juruazensis,Potamites_juruazensis,235635.2801,7647,R05051,lizard,1,24.22147394,3.079811797,1905.141969,416.9127248,9.22841E+11,1.52424E+11
Potamites_montanicola,Potamites_montanicola,19.992561,7648,R05052,lizard,1,20.31521731,1.631862824,1390.782609,229.2740825,9.98809E+11,41505172753
Potamites_ocellatus,Potamites_ocellatus,11903.01801,7649,R05053,lizard,1,24.89969386,0.910236437,1842.510903,72.01980162,1.04182E+12,22902099454
Potamites_strangulatus,Potamites_strangulatus,244638.0938,7650,R05054,lizard,1,22.18666078,5.132293482,2089.188431,937.6289611,8.23828E+11,2.49679E+11
Prasinohaema_flavipes,Prasinohaema_flavipes,49778.32881,7651,R08167,lizard,1,20.05089358,1.851069817,2848.13444,471.3895879,6.59037E+11,2.37819E+11
Prasinohaema_parkeri,Prasinohaema_parkeri,953.920587,7652,R08168,lizard,1,26.46356986,0.091655248,3505.613514,35.05497866,9.83045E+11,178337018.9
Prasinohaema_prehensicauda,Prasinohaema_prehensicauda,56455.06517,7653,R08169,lizard,1,16.74248787,2.907795353,2739.936131,439.4958422,5.36322E+11,2.42581E+11
Prasinohaema_semoni,Prasinohaema_semoni,66691.24021,7654,R08170,lizard,1,25.47559813,1.309305764,2784.655624,559.4203099,8.70876E+11,2.72026E+11
Pristidactylus_achalensis,Pristidactylus_achalensis,2620.454901,7656,R05926,lizard,1,12.62588754,2.240665475,673.5413177,21.14248929,2.48614E+11,24650614694
Pristidactylus_alvaroi,Pristidactylus_alvaroi,194.010355,7657,R05927,lizard,1,14.21785055,0.921369486,377.6162362,22.68719493,3.66682E+11,15470395630
Pristidactylus_araucanus,Pristidactylus_araucanus,95558.11081,7658,R05928,lizard,1,12.30972635,2.512950753,310.7370767,216.6636044,1.04021E+11,94227019846
Pristidactylus_casuhatiensis,Pristidactylus_casuhatiensis,2337.276613,7659,R05929,lizard,1,13.74978373,0.631452488,793.3526528,25.61016474,3.64258E+11,25501895697
Pristidactylus_fasciatus,Pristidactylus_fasciatus,130971.3289,7660,R05930,lizard,1,15.13753071,1.14787497,363.8344243,56.4929015,1.37454E+11,45706958522
Pristidactylus_nigroiugulus,Pristidactylus_nigroiugulus,60328.55638,7661,R05931,lizard,1,10.64318231,2.108038443,195.9937083,21.847289,55748729808,17951067355
Pristidactylus_scapulatus,Pristidactylus_scapulatus,27989.51533,7662,R05932,lizard,1,11.89163583,3.181876998,296.2967207,62.24910808,1.01636E+11,47601621787
Pristidactylus_torquatus,Pristidactylus_torquatus,142522.0183,7663,R05933,lizard,1,10.36559255,2.443490201,1560.32285,482.8822341,-1.46E+36,2.22E+37
Pristidactylus_valeriae,Pristidactylus_valeriae,12669.67763,7664,R05934,lizard,1,14.49544055,1.298461141,173.5668953,66.52184358,1.8641E+11,59963709694
Pristidactylus_volcanensis,Pristidactylus_volcanensis,139.021765,7665,R05935,lizard,1,11.341327,1.825662519,555.625,47.57014986,2.04855E+11,97062388573
Pristurus_abdelkuri,Pristurus_abdelkuri,2818.159792,7666,R08656,lizard,1,24.31701943,1.2801446,116.8938615,38.46373158,85291364352,23097858381
Pristurus_adrarensis,Pristurus_adrarensis,19.992561,7667,R08657,lizard,1,26.51406248,0.280149039,61.20833333,7.176229086,23823751233,956164342.1
Pristurus_carteri,Pristurus_carteri,205771.458,7668,R08658,lizard,1,26.82390282,1.551228031,127.3735755,71.7090832,23276923214,11953560280
Pristurus_celerrimus,Pristurus_celerrimus,30036.97021,7669,R08659,lizard,1,26.32794267,2.156680003,172.1442123,82.79986534,24477619302,8476594673
Pristurus_collaris,Pristurus_collaris,77455.69489,7670,R08660,lizard,1,25.33647193,1.893909292,78.09653131,32.97505547,38609501073,12244455098
Pristurus_crucifer,Pristurus_crucifer,806288.6789,7671,R08661,lizard,1,26.1614812,2.309511586,258.9840713,130.6744553,82288895388,49112352855
Pristurus_flavipunctatus,Pristurus_flavipunctatus,1830763.39,7672,R08662,lizard,1,26.57916066,2.729973965,261.6670139,219.2209712,85843253874,89523305372
Pristurus_gallagheri,Pristurus_gallagheri,6215.116302,7673,R08663,lizard,1,24.19437381,3.011915125,227.2929791,92.32720973,26491722342,9426433139
Pristurus_guichardi,Pristurus_guichardi,3622.527072,7674,R08664,lizard,1,24.33244504,1.178550244,122.4349953,34.44171591,84223259307,21220197771
Pristurus_insignis,Pristurus_insignis,3622.534613,7675,R08665,lizard,1,24.33244504,1.178550244,122.4349953,34.44171591,84223259307,21220197771
Pristurus_insignoides,Pristurus_insignoides,505.405264,7676,R08666,lizard,1,23.14889986,1.571887724,161.8646865,46.03971066,1.03009E+11,12259722459
Pristurus_longipes,Pristurus_longipes,15.681223,7677,R08667,lizard,1,28.20000016,0.470318002,55.47368421,9.26435399,-3.40E+38,3.78E+22
Pristurus_mazbah,Pristurus_mazbah,2902.942247,7678,R08668,lizard,1,20.64313161,3.269233546,212.7755392,82.40719241,74460618752,16676071214
Pristurus_minimus,Pristurus_minimus,205929.9893,7679,R08669,lizard,1,26.90057379,1.408299505,109.7854057,29.91373545,23809775525,12642264727
Pristurus_obsti,Pristurus_obsti,3622.529918,7680,R08670,lizard,1,24.33244504,1.178550244,122.4349953,34.44171591,84223259307,21220197771
Pristurus_ornithocephalus,Pristurus_ornithocephalus,62082.38731,7681,R08671,lizard,1,27.10958228,2.535916165,116.7849661,105.1813444,41307334893,27745569111
Pristurus_phillipsii,Pristurus_phillipsii,416493.3044,7682,R08672,lizard,1,26.22976555,1.867706579,228.7054265,125.195822,79737489259,54842940657
Pristurus_popovi,Pristurus_popovi,37868.99595,7683,R08673,lizard,1,22.31747501,3.12332774,200.5633965,88.1044627,63262855007,21703550157
Pristurus_rupestris,Pristurus_rupestris,809570.1248,7684,R08674,lizard,1,25.27457738,2.819492098,157.6672911,102.7737172,39566314721,23348172701
Pristurus_saada,Pristurus_saada,65867.24229,7685,R08675,lizard,1,24.21568101,3.684389107,181.609873,65.84819302,47709667891,20306324196
Pristurus_samhaensis,Pristurus_samhaensis,49.461866,7686,R08676,lizard,1,24.19245274,0.679146597,83.0754717,13.32588495,-3.25E+38,1.88E+38
Pristurus_schneideri,Pristurus_schneideri,67.499777,7687,R08677,lizard,1,29.30751169,0.261838757,59.23943662,6.754163638,-6.45E+37,2.00E+38
Pristurus_simonettai,Pristurus_simonettai,93277.91016,7688,R08678,lizard,1,27.475068,0.745451382,494.9371684,61.4385105,2.62772E+11,1.17451E+11
Pristurus_sokotranus,Pristurus_sokotranus,3622.534912,7689,R08679,lizard,1,24.33244504,1.178550244,122.4349953,34.44171591,84223259307,21220197771
Pristurus_somalicus,Pristurus_somalicus,1861.629158,7690,R08680,lizard,1,26.7939752,1.284048323,36.97195839,19.40790522,35892417195,4913016518
Proablepharus_barrylyoni,Proablepharus_barrylyoni,2945.076412,7691,R08172,lizard,1,25.94783253,0.260028141,769.0705589,20.51742822,2.1945E+11,22716338020
Proablepharus_kinghorni,Proablepharus_kinghorni,1177259.406,7692,R08173,lizard,1,22.8824351,2.199244185,434.2594479,131.6223524,1.19263E+11,71825491692
Proablepharus_naranjicaudus,Proablepharus_naranjicaudus,41078.20387,7693,R08174,lizard,1,27.21149827,0.687227874,773.6800208,85.47532757,1.54613E+11,23317095572
Proablepharus_reginae,Proablepharus_reginae,2055655.25,7694,R08175,lizard,1,23.69212961,2.689562657,333.6872156,133.765779,77967018355,29219844872
Proablepharus_tenuis,Proablepharus_tenuis,1238955.567,7695,R08176,lizard,1,26.62451076,0.997270511,789.3469297,281.4762895,-2.03E+35,8.30E+36
Proatheris_superciliaris,Proatheris_superciliaris,66635.39753,7696,R09748,snake,1,24.13230227,1.538343954,1070.225009,249.0441769,6.26116E+11,1.62981E+11
Procellosaurinus_erythrocercus,Procellosaurinus_erythrocercus,148332.2307,7697,R05055,lizard,1,24.29104703,1.603293914,764.2115335,153.5065191,6.11196E+11,1.76753E+11
Procellosaurinus_tetradactylus,Procellosaurinus_tetradactylus,147093.7115,7698,R05056,lizard,1,24.28649498,1.607754084,763.7886764,154.0227769,6.09346E+11,1.7669E+11
Proctoporus_bolivianus,Proctoporus_bolivianus,166573.5777,7699,R05057,lizard,1,12.49411489,7.155335388,1312.359355,953.1585508,4.77729E+11,3.12512E+11
Proctoporus_carabaya,Proctoporus_carabaya,9.996281,7700,R05058,lizard,1,3.132291675,0.704744029,891.25,24.7356861,2.07318E+11,0
Proctoporus_cephalolineatus,Proctoporus_cephalolineatus,9.996281,7701,R05059,lizard,1,18.9868056,0.867315562,985.9166667,71.00171164,5.28996E+11,2.88861E+11
Proctoporus_chasqui,Proctoporus_chasqui,15.30518,7702,R05060,lizard,1,14.4719299,1.909254333,976.8947368,49.54518909,6.89386E+11,0
Proctoporus_guentheri,Proctoporus_guentheri,237343.435,7703,R05061,lizard,1,17.15431194,6.699851948,1508.660337,970.9606957,6.53228E+11,3.28701E+11
Proctoporus_iridescens,Proctoporus_iridescens,5422.863907,7704,R05062,lizard,1,4.422860274,2.096289379,871.1807616,54.93984857,2.24979E+11,29924123759
Proctoporus_kiziriani,Proctoporus_kiziriani,9.996281,7705,R05063,lizard,1,7.456250032,0.975174348,757.3333333,45.90449022,1.94708E+11,0
Proctoporus_lacertus,Proctoporus_lacertus,4372.771256,7706,R05064,lizard,1,9.980910058,3.97929773,846.8863896,244.2718592,3.53275E+11,1.26969E+11
Proctoporus_machupicchu,Proctoporus_machupicchu,19.992561,7707,R05065,lizard,1,13.83465919,2.218243342,1066.5,160.0422529,5.81004E+11,1.85289E+11
Proctoporus_pachyurus,Proctoporus_pachyurus,12044.11159,7708,R05066,lizard,1,9.776881943,3.889312646,969.4793056,277.2593804,2.95315E+11,1.54834E+11
Proctoporus_sucullucu,Proctoporus_sucullucu,4817.34815,7709,R05067,lizard,1,10.40339339,4.069695723,945.443062,159.4503541,4.25375E+11,1.24588E+11
Proctoporus_unsaacae,Proctoporus_unsaacae,5678.213069,7710,R05068,lizard,1,9.048980916,2.53361145,762.7565905,144.9790611,3.34049E+11,45772155334
Proctoporus_xestus,Proctoporus_xestus,211716.0292,7711,R05069,lizard,1,18.95575979,5.134207353,1023.590491,778.7352966,6.04289E+11,2.85838E+11
Proscelotes_aenea,Proscelotes_aenea,451.69407,7712,R08177,lizard,1,25.70489398,0.248659635,927.7866379,35.43053783,72556470272,0
